bank,proxy_year,director_name,director_age
Regions Financial,2023,of the,40
Regions Financial,2023,by the,40
Regions Financial,2023,through the,40
Regions Financial,2023,in the,40
Regions Financial,2023,Director Nominee,65
Regions Financial,2023,more information,60
Regions Financial,2023,For more,60
Regions Financial,2023,the section,85
Regions Financial,2023,As described,75
Regions Financial,2023,Statement PROXY,51
Regions Financial,2023,Marshall Timothy,59
Regions Financial,2023,Executive Officers,86
Regions Financial,2023,toward the,82
Regions Financial,2023,See the,83
Regions Financial,2023,Clawback Policy,81
Regions Financial,2023,As further,71
Regions Financial,2023,relative ranking,80
Regions Financial,2023,As such,86
Regions Financial,2023,Dandridge Massey,67
Regions Financial,2023,for the,60
Regions Financial,2023,prior to,60
Regions Financial,2023,additional information,64
Regions Financial,2023,under our,67
Regions Financial,2023,compared to,75
Regions Financial,2023,While the,65
Regions Financial,2023,in benefits,62
Regions Financial,2023,Upon separation,55
Regions Financial,2023,although between,55
Regions Financial,2023,benefit following,60
Regions Financial,2023,Termination of,60
Regions Financial,2023,Turner and,62
Regions Financial,2023,target benefit,60
Regions Financial,2023,Nominee Independence,65
Regions Financial,2024,Board Refreshment,37
Regions Financial,2024,Succession Planning,39
Regions Financial,2024,and Attendance,42
Regions Financial,2024,Insider Participation,56
Regions Financial,2024,Period Requirements,65
Regions Financial,2024,Law Amendment,75
Regions Financial,2024,Rooney Rule,54
Regions Financial,2024,Proxy Statement,39
Regions Financial,2024,at least,75
Regions Financial,2024,David R. Keenan,78
Regions Financial,2024,children and,36
Regions Financial,2024,on approximately,36
Regions Financial,2024,ASC Topic,71
Regions Financial,2024,the Regions,40
Regions Financial,2024,of the,40
Regions Financial,2024,by the,40
Regions Financial,2024,through the,40
Regions Financial,2024,in the,40
Regions Financial,2024,of Independent,67
Regions Financial,2024,Advisory Vote,72
Regions Financial,2024,Future Advisory,73
Regions Financial,2024,Environmental and,58
Regions Financial,2024,Appointment of,67
Regions Financial,2024,the independent,67
Regions Financial,2024,SUMMARY Proposal,72
Regions Financial,2024,more information,75
Regions Financial,2024,For more,75
Regions Financial,2024,of Future,73
Regions Financial,2024,Risk Committee,70
Regions Financial,2024,our process,35
Regions Financial,2024,As further,88
Regions Financial,2024,section titled,79
Regions Financial,2024,For further,82
Regions Financial,2024,for the,60
Regions Financial,2024,prior to,60
Regions Financial,2024,additional information,78
Regions Financial,2024,under our,82
Regions Financial,2024,While the,65
Regions Financial,2024,in benefits,62
Regions Financial,2024,Upon separation,55
Regions Financial,2024,although between,55
Regions Financial,2024,benefit following,60
Regions Financial,2024,Termination of,60
Regions Financial,2024,Turner and,62
Regions Financial,2024,the Adjusted,90
Regions Financial,2025,Board Refreshment,37
Regions Financial,2025,Succession Planning,40
Regions Financial,2025,and Attendance,42
Regions Financial,2025,Insider Participation,56
Regions Financial,2025,Period Requirements,61
Regions Financial,2025,Law Amendment,75
Regions Financial,2025,age of,72
Regions Financial,2025,Proxy Statement,39
Regions Financial,2025,at least,75
Regions Financial,2025,ASC Topic,71
Regions Financial,2025,on approximately,36
Regions Financial,2025,higher than,74
Regions Financial,2025,the Regions,40
Regions Financial,2025,of the,40
Regions Financial,2025,by the,40
Regions Financial,2025,through the,40
Regions Financial,2025,in the,40
Regions Financial,2025,under Section,40
Regions Financial,2025,of Independent,67
Regions Financial,2025,Advisory Vote,72
Regions Financial,2025,Appointment of,67
Regions Financial,2025,the independent,67
Regions Financial,2025,SUMMARY Proposal,72
Regions Financial,2025,For more,74
Regions Financial,2025,Risk Committee,70
Regions Financial,2025,this process,35
Regions Financial,2025,As further,88
Regions Financial,2025,section titled,78
Regions Financial,2025,For further,82
Regions Financial,2025,additional information,77
Regions Financial,2025,under our,83
Regions Financial,2025,While the,65
Regions Financial,2025,in benefits,62
Regions Financial,2025,Upon separation,55
Regions Financial,2025,although between,55
Regions Financial,2025,benefit following,60
Regions Financial,2025,Termination of,60
Regions Financial,2025,the Adjusted,90
Northern Trust,2020,the Corporation,56
Northern Trust,2020,Other Fees,60
Northern Trust,2020,Compensation Table,61
Northern Trust,2020,Accounting Firm,64
Northern Trust,2020,on page,35
Northern Trust,2020,Trust Corporation,59
Northern Trust,2020,minimum ownership,60
Northern Trust,2020,posted on,71
Northern Trust,2020,General Information,67
Northern Trust,2020,substitute for,47
Northern Trust,2020,Years Median,38
Northern Trust,2020,Stockholder Proposals,66
Northern Trust,2020,found under,35
Northern Trust,2020,of our,39
Northern Trust,2020,discussed under,35
Northern Trust,2020,of Certain,49
Northern Trust,2020,eligibility under,54
Northern Trust,2020,in Control,56
Northern Trust,2020,Description of,49
Northern Trust,2020,As described,52
Northern Trust,2020,The normal,65
Northern Trust,2020,PEP Formula,65
Northern Trust,2020,based on,65
Northern Trust,2020,retirement benefit,55
Northern Trust,2020,for each,62
Northern Trust,2020,or prior,60
Northern Trust,2020,up to,65
Northern Trust,2020,reduced for,55
Northern Trust,2020,as described,65
Northern Trust,2020,Severance Benefits,43
Northern Trust,2020,named executive,47
Northern Trust,2021,the Corporation,58
Northern Trust,2021,Other Fees,62
Northern Trust,2021,Compensation Table,63
Northern Trust,2021,Accounting Firm,66
Northern Trust,2021,ACCOUNTING FIRM,67
Northern Trust,2021,on page,40
Northern Trust,2021,Trust Corporation,61
Northern Trust,2021,General Information,71
Northern Trust,2021,substitute for,50
Northern Trust,2021,Stockholder Proposals,68
Northern Trust,2021,Helpful Resources,75
Northern Trust,2021,Individual Performance,40
Northern Trust,2021,of our,38
Northern Trust,2021,of Certain,51
Northern Trust,2021,eligibility under,54
Northern Trust,2021,in Control,58
Northern Trust,2021,Description of,52
Northern Trust,2021,As described,55
Northern Trust,2021,The normal,65
Northern Trust,2021,PEP Formula,65
Northern Trust,2021,retirement benefit,65
Northern Trust,2021,for each,62
Northern Trust,2021,reduced for,55
Northern Trust,2021,up to,65
Northern Trust,2021,as described,65
Northern Trust,2021,Severance Benefits,47
Northern Trust,2021,named executive,50
Northern Trust,2022,the Corporation,58
Northern Trust,2022,Other Fees,62
Northern Trust,2022,Compensation Table,63
Northern Trust,2022,Accounting Firm,66
Northern Trust,2022,ACCOUNTING FIRM,67
Northern Trust,2022,Trust Corporation,61
Northern Trust,2022,General Information,71
Northern Trust,2022,substitute for,49
Northern Trust,2022,Stockholder Proposals,68
Northern Trust,2022,Helpful Resources,75
Northern Trust,2022,Individual Performance,39
Northern Trust,2022,of our,38
Northern Trust,2022,of Certain,50
Northern Trust,2022,eligibility under,54
Northern Trust,2022,in Control,58
Northern Trust,2022,Description of,51
Northern Trust,2022,As described,54
Northern Trust,2022,The normal,65
Northern Trust,2022,PEP Formula,65
Northern Trust,2022,retirement benefit,65
Northern Trust,2022,for each,62
Northern Trust,2022,reduced for,55
Northern Trust,2022,up to,65
Northern Trust,2022,as described,65
Northern Trust,2022,Severance Benefits,46
Northern Trust,2022,named executive,49
Northern Trust,2023,the Corporation,65
Northern Trust,2023,Other Fees,72
Northern Trust,2023,Compensation Table,73
Northern Trust,2023,Accounting Firm,76
Northern Trust,2023,ACCOUNTING FIRM,77
Northern Trust,2023,Trust Corporation,71
Northern Trust,2023,Shundrawn A. Thomas,41
Northern Trust,2023,General Information,81
Northern Trust,2023,substitute for,55
Northern Trust,2023,Compensation Design,49
Northern Trust,2023,Stockholder Proposals,78
Northern Trust,2023,Sustainability and,85
Northern Trust,2023,Individual Performance,44
Northern Trust,2023,of our,43
Northern Trust,2023,Certain Awards,58
Northern Trust,2023,of Certain,58
Northern Trust,2023,eligibility under,54
Northern Trust,2023,in Control,65
Northern Trust,2023,Description of,58
Northern Trust,2023,As described,61
Northern Trust,2023,The normal,65
Northern Trust,2023,PEP Formula,65
Northern Trust,2023,retirement benefit,65
Northern Trust,2023,for each,62
Northern Trust,2023,reduced for,55
Northern Trust,2023,up to,65
Northern Trust,2023,as described,65
Northern Trust,2023,Severance Benefits,51
Northern Trust,2023,named executive,55
Northern Trust,2023,an explanation,51
Northern Trust,2024,the Corporation,62
Northern Trust,2024,Other Fees,69
Northern Trust,2024,Compensation Table,70
Northern Trust,2024,Accounting Firm,73
Northern Trust,2024,VOTING PREFERENCES,75
Northern Trust,2024,Trust Corporation,41
Northern Trust,2024,General Information,81
Northern Trust,2024,substitute for,54
Northern Trust,2024,Stockholder Proposals,78
Northern Trust,2024,and services,85
Northern Trust,2024,Individual Performance,43
Northern Trust,2024,of our,42
Northern Trust,2024,of Certain,55
Northern Trust,2024,eligibility under,54
Northern Trust,2024,in Control,62
Northern Trust,2024,Description of,56
Northern Trust,2024,As described,58
Northern Trust,2024,The normal,65
Northern Trust,2024,PEP Formula,65
Northern Trust,2024,retirement benefit,65
Northern Trust,2024,for each,62
Northern Trust,2024,reduced for,55
Northern Trust,2024,up to,65
Northern Trust,2024,as described,65
Northern Trust,2024,Severance Benefits,50
Northern Trust,2024,named executive,54
Northern Trust,2024,an explanation,50
Northern Trust,2025,the Corporation,65
Northern Trust,2025,Other Fees,73
Northern Trust,2025,Compensation Table,74
Northern Trust,2025,Accounting Firm,77
Northern Trust,2025,ACCOUNTING FIRM,78
Northern Trust,2025,Trust Corporation,37
Northern Trust,2025,Adjusted ROE,72
Northern Trust,2025,General Information,82
Northern Trust,2025,substitute for,57
Northern Trust,2025,Compensation Outcomes,35
Northern Trust,2025,Stockholder Proposals,79
Northern Trust,2025,and services,86
Northern Trust,2025,Individual Performance,43
Northern Trust,2025,of our,42
Northern Trust,2025,of Certain,58
Northern Trust,2025,eligibility under,54
Northern Trust,2025,in Control,65
Northern Trust,2025,Description of,59
Northern Trust,2025,As described,61
Northern Trust,2025,The normal,65
Northern Trust,2025,PEP Formula,65
Northern Trust,2025,retirement benefit,65
Northern Trust,2025,for each,62
Northern Trust,2025,reduced for,55
Northern Trust,2025,up to,65
Northern Trust,2025,as described,65
Northern Trust,2025,Severance Benefits,53
Northern Trust,2025,named executive,57
Northern Trust,2025,an explanation,52
First Citizens BancShares,2019,of Employment,38
First Citizens BancShares,2019,Our Policy,41
First Citizens BancShares,2019,Reporting Compliance,48
First Citizens BancShares,2019,attended over,90
First Citizens BancShares,2019,Hope H. Bryant,56
First Citizens BancShares,2019,Willingham IV,40
First Citizens BancShares,2019,aggregate of,78
First Citizens BancShares,2019,Common and,36
First Citizens BancShares,2019,plans are,65
First Citizens BancShares,2019,Normal retirement,65
First Citizens BancShares,2019,early retirement,50
First Citizens BancShares,2019,with at,55
First Citizens BancShares,2019,plan participants,50
First Citizens BancShares,2019,to defer,65
First Citizens BancShares,2019,the case,65
First Citizens BancShares,2019,Willingham vest,65
First Citizens BancShares,2019,of employment,65
First Citizens BancShares,2019,participant under,50
First Citizens BancShares,2020,of Employment,38
First Citizens BancShares,2020,Our Policy,42
First Citizens BancShares,2020,Principal Shareholders,47
First Citizens BancShares,2020,more than,80
First Citizens BancShares,2020,Hope H. Bryant,57
First Citizens BancShares,2020,Financial Expert,40
First Citizens BancShares,2020,Willingham IV,40
First Citizens BancShares,2020,Common and,64
First Citizens BancShares,2020,aggregate of,78
First Citizens BancShares,2020,whether the,51
First Citizens BancShares,2020,Willingham who,65
First Citizens BancShares,2020,plans are,65
First Citizens BancShares,2020,Normal retirement,65
First Citizens BancShares,2020,early retirement,50
First Citizens BancShares,2020,with at,55
First Citizens BancShares,2020,plan participants,50
First Citizens BancShares,2020,to defer,65
First Citizens BancShares,2020,the case,65
First Citizens BancShares,2020,Willingham vest,65
First Citizens BancShares,2020,of employment,65
First Citizens BancShares,2020,participant under,50
First Citizens BancShares,2021,of Employment,41
First Citizens BancShares,2021,Our Policy,44
First Citizens BancShares,2021,EXECUTIVE COMPENSATION,52
First Citizens BancShares,2021,aggregate of,86
First Citizens BancShares,2021,plans are,65
First Citizens BancShares,2021,Normal retirement,65
First Citizens BancShares,2021,early retirement,50
First Citizens BancShares,2021,with at,55
First Citizens BancShares,2021,"plan
participants",50
First Citizens BancShares,2021,to defer,65
First Citizens BancShares,2021,the case,65
First Citizens BancShares,2021,Ward vest,65
First Citizens BancShares,2021,of employment,65
First Citizens BancShares,2021,participant under,50
First Citizens BancShares,2021,Admiral Ryan,75
First Citizens BancShares,2022,Insider Participation,55
First Citizens BancShares,2022,Our Policy,58
First Citizens BancShares,2022,"Principal
Shareholders",64
First Citizens BancShares,2022,Daniel L. Heavner,74
First Citizens BancShares,2022,Robert R. Hoppe,70
First Citizens BancShares,2022,Mason IV,63
First Citizens BancShares,2022,Robert T. Newcomb,61
First Citizens BancShares,2022,aggregate of,87
First Citizens BancShares,2022,online during,70
First Citizens BancShares,2022,plans are,65
First Citizens BancShares,2022,Normal retirement,65
First Citizens BancShares,2022,"early
retirement",50
First Citizens BancShares,2022,with at,55
First Citizens BancShares,2022,plan participants,50
First Citizens BancShares,2022,to defer,65
First Citizens BancShares,2022,the case,65
First Citizens BancShares,2022,Bryant vest,65
First Citizens BancShares,2022,of employment,65
First Citizens BancShares,2022,participant under,50
First Citizens BancShares,2023,Pay Ratio,61
First Citizens BancShares,2023,Our Policy,67
First Citizens BancShares,2023,OFFICER EXCULPATION,83
First Citizens BancShares,2023,Ellen R. Alemany,67
First Citizens BancShares,2023,Robert R. Hoppe,71
First Citizens BancShares,2023,Mason IV,64
First Citizens BancShares,2023,Robert T. Newcomb,62
First Citizens BancShares,2023,she reaches,75
First Citizens BancShares,2023,he reached,75
First Citizens BancShares,2023,Heavner reached,75
First Citizens BancShares,2023,ET I NCOME,65
First Citizens BancShares,2023,aggregate of,87
First Citizens BancShares,2023,online during,86
First Citizens BancShares,2023,who was,75
First Citizens BancShares,2023,meeting following,75
First Citizens BancShares,2023,on December,75
First Citizens BancShares,2023,who reached,75
First Citizens BancShares,2023,Ryan reached,77
First Citizens BancShares,2023,plans are,65
First Citizens BancShares,2023,Normal retirement,65
First Citizens BancShares,2023,early retirement,50
First Citizens BancShares,2023,with at,55
First Citizens BancShares,2023,plan participants,50
First Citizens BancShares,2023,to defer,65
First Citizens BancShares,2023,the case,65
First Citizens BancShares,2023,Bryant vest,65
First Citizens BancShares,2023,of employment,65
First Citizens BancShares,2023,participant under,50
First Citizens BancShares,2024,Pay Ratio,67
First Citizens BancShares,2024,EQUITY SECURITIES,79
First Citizens BancShares,2024,EXECUTIVE COMPENSATION,84
First Citizens BancShares,2024,Bell III,67
First Citizens BancShares,2024,Mason IV,65
First Citizens BancShares,2024,Robert T. Newcomb,63
First Citizens BancShares,2024,extended illness,83
First Citizens BancShares,2024,Proxy Statement,35
First Citizens BancShares,2024,NET INCOME,72
First Citizens BancShares,2024,aggregate of,87
First Citizens BancShares,2024,meeting following,75
First Citizens BancShares,2024,plans are,65
First Citizens BancShares,2024,Normal retirement,65
First Citizens BancShares,2024,early retirement,50
First Citizens BancShares,2024,with at,55
First Citizens BancShares,2024,plan participants,50
First Citizens BancShares,2024,to defer,65
First Citizens BancShares,2024,the case,65
First Citizens BancShares,2024,Bryant vest,65
First Citizens BancShares,2024,of employment,65
First Citizens BancShares,2024,participant under,50
First Citizens BancShares,2025,Pay Ratio,65
First Citizens BancShares,2025,EQUITY SECURITIES,77
First Citizens BancShares,2025,Principal Stockholders,80
First Citizens BancShares,2025,Bell III,68
First Citizens BancShares,2025,Mason IV,66
First Citizens BancShares,2025,Robert T. Newcomb,64
First Citizens BancShares,2025,Snow III,61
First Citizens BancShares,2025,at least,75
First Citizens BancShares,2025,Proxy Statement,35
First Citizens BancShares,2025,NET INCOME,70
First Citizens BancShares,2025,Common and,87
First Citizens BancShares,2025,meeting following,75
First Citizens BancShares,2025,plans are,65
First Citizens BancShares,2025,Normal retirement,65
First Citizens BancShares,2025,early retirement,50
First Citizens BancShares,2025,with at,55
First Citizens BancShares,2025,plan participants,50
First Citizens BancShares,2025,to defer,65
First Citizens BancShares,2025,the case,65
First Citizens BancShares,2025,Bryant vest,65
First Citizens BancShares,2025,of employment,65
First Citizens BancShares,2025,participant under,50
American Express,2019,Social Responsibility,38
American Express,2019,John J. Brennan,64
American Express,2019,Peter Chernin,67
American Express,2019,Anne Lauvergeon,59
American Express,2019,Michael O. Leavitt,68
American Express,2019,Stephen J. Squeri,60
American Express,2019,Daniel L. Vasella,65
American Express,2019,Ronald A. Williams,69
American Express,2019,directors attended,75
American Express,2019,at least,75
American Express,2019,higher than,67
American Express,2019,Executive Pay,83
American Express,2019,on page,66
American Express,2019,International Partner,68
American Express,2019,Director since,64
American Express,2019,Chernin Entertainment,67
American Express,2019,Leavitt Partners,68
American Express,2019,LLC Director,63
American Express,2019,Company Director,60
American Express,2019,Chairman and,65
American Express,2019,Young CEO,47
American Express,2019,and Responsiveness,45
American Express,2019,as metrics,46
American Express,2019,payout when,48
American Express,2019,Details of,48
American Express,2019,more fully,73
American Express,2019,based NEOs,65
American Express,2019,from amounts,66
American Express,2019,this table,65
American Express,2019,feature applies,63
American Express,2019,Chenault becomes,75
American Express,2019,the payout,47
American Express,2019,See footnote,54
American Express,2019,be the,65
American Express,2019,are also,66
American Express,2019,retirement eligible,55
American Express,2019,is at,62
American Express,2019,Upon disability,65
American Express,2019,executive officers,66
American Express,2020,American Express,36
American Express,2020,Risk Taking,52
American Express,2020,Brennan Director,65
American Express,2020,age of,72
American Express,2020,directors attended,75
American Express,2020,at least,75
American Express,2020,"AMERICAN
EXPRESS",35
American Express,2020,votes than,63
American Express,2020,equity compensation,76
American Express,2020,comprise over,50
American Express,2020,on page,55
American Express,2020,can be,81
American Express,2020,International Partner,69
American Express,2020,Director since,65
American Express,2020,Chernin Entertainment,68
American Express,2020,Leavitt Partners,69
American Express,2020,LLC Director,64
American Express,2020,Financial Officer,54
American Express,2020,Capital One,63
American Express,2020,Company Director,61
American Express,2020,Chairman and,66
American Express,2020,Young Former,48
American Express,2020,of shareholders,84
American Express,2020,Please see,35
American Express,2020,and Responsiveness,44
American Express,2020,Details are,48
American Express,2020,from amounts,55
American Express,2020,more fully,61
American Express,2020,based NEOs,65
American Express,2020,Benefits Committee,42
American Express,2020,as compared,48
American Express,2020,be the,65
American Express,2020,are also,56
American Express,2020,retirement eligible,55
American Express,2020,to applicable,62
American Express,2020,Upon disability,65
American Express,2020,is included,70
American Express,2020,Exchange Act,67
American Express,2020,executive officers,55
American Express,2021,Committee Matters,41
American Express,2021,Baltimore Director,57
American Express,2021,Brennan Director,66
American Express,2021,age of,72
American Express,2021,during his,35
American Express,2021,"directors
attended",75
American Express,2021,at least,75
American Express,2021,Determination Process,56
American Express,2021,"AMERICAN
EXPRESS",81
American Express,2021,on page,63
American Express,2021,can be,87
American Express,2021,Park Hotels,57
American Express,2021,International Partner,70
American Express,2021,Director since,66
American Express,2021,Chernin Entertainment,69
American Express,2021,Leavitt Partners,70
American Express,2021,LLC Director,65
American Express,2021,Capital One,64
American Express,2021,Company Director,62
American Express,2021,Chairman and,67
American Express,2021,Please see,39
American Express,2021,See footnote,50
American Express,2021,managing through,54
American Express,2021,more fully,70
American Express,2021,based NEOs,65
American Express,2021,Benefits Committee,51
American Express,2021,as compared,55
American Express,2021,be the,65
American Express,2021,also included,64
American Express,2021,retirement eligible,55
American Express,2021,to applicable,62
American Express,2021,reflects future,65
American Express,2021,executive officers,63
American Express,2022,American Express,42
American Express,2022,Compensation Plans,77
American Express,2022,Baltimore Director,58
American Express,2022,Independent Director,67
American Express,2022,during his,36
American Express,2022,directors attended,75
American Express,2022,at least,75
American Express,2022,Determination Process,58
American Express,2022,likely represented,45
American Express,2022,up to,40
American Express,2022,Baltimore received,40
American Express,2022,more than,83
American Express,2022,on page,64
American Express,2022,can be,84
American Express,2022,Roundtable Charlene,71
American Express,2022,Brennan Director,67
American Express,2022,Technology Peter,70
American Express,2022,Ralph de,70
American Express,2022,Leavitt Director,71
American Express,2022,Leonsis Director,66
American Express,2022,Parkhill Director,56
American Express,2022,Phillips Director,62
American Express,2022,Pike Director,65
American Express,2022,Squeri Director,63
American Express,2022,Vasella Director,68
American Express,2022,Wardell Director,52
American Express,2022,Young Director,50
American Express,2022,"of
shareholders",87
American Express,2022,Please see,39
American Express,2022,more about,58
American Express,2022,The fixed,53
American Express,2022,more fully,70
American Express,2022,based NEOs,65
American Express,2022,"performance
relative",57
American Express,2022,be the,65
American Express,2022,also included,65
American Express,2022,retirement eligible,55
American Express,2022,Once an,62
American Express,2022,reflects future,65
American Express,2022,executive officers,64
American Express,2023,American Express,44
American Express,2023,Independent Director,68
American Express,2023,III Director,56
American Express,2023,during his,37
American Express,2023,directors attended,75
American Express,2023,at least,75
American Express,2023,Pay Principles,55
American Express,2023,on page,69
American Express,2023,Please see,42
American Express,2023,Details of,57
American Express,2023,not part,57
American Express,2023,the early,82
American Express,2023,for executives,58
American Express,2023,approved annually,58
American Express,2023,target number,59
American Express,2023,positive cumulative,59
American Express,2023,is dependent,59
American Express,2023,more fully,77
American Express,2023,based NEOs,65
American Express,2023,the payout,58
American Express,2023,as compared,59
American Express,2023,be the,65
American Express,2023,also included,70
American Express,2023,retirement eligible,55
American Express,2023,Once an,62
American Express,2023,reflects future,65
American Express,2023,Social and,37
American Express,2023,performance condition,59
American Express,2023,our Compensation,49
American Express,2023,INCOME Over,50
American Express,2023,As detailed,82
American Express,2023,executive officers,69
American Express,2024,American Express,43
American Express,2024,age of,72
American Express,2024,during his,38
American Express,2024,directors attended,75
American Express,2024,at least,75
American Express,2024,Determination Process,61
American Express,2024,on page,74
American Express,2024,Compensation Discussion,53
American Express,2024,Please see,41
American Express,2024,and Responsiveness,53
American Express,2024,Shareholder Engagement,53
American Express,2024,for executives,58
American Express,2024,approved by,58
American Express,2024,the target,60
American Express,2024,positive cumulative,60
American Express,2024,Performance Multiplier,63
American Express,2024,is dependent,60
American Express,2024,Annual Compensation,61
American Express,2024,more fully,82
American Express,2024,based NEOs,65
American Express,2024,the payout,59
American Express,2024,as compared,60
American Express,2024,be the,65
American Express,2024,also included,75
American Express,2024,retirement eligible,55
American Express,2024,Once an,62
American Express,2024,reflects future,65
American Express,2024,relative ROE,60
American Express,2024,relative Total,60
American Express,2024,our Compensation,58
American Express,2024,in footnote,90
American Express,2024,INCOME Approximately,50
American Express,2024,Exchange Act,89
American Express,2024,executive officers,74
American Express,2025,Committee Matters,38
American Express,2025,age of,72
American Express,2025,during his,39
American Express,2025,directors attended,75
American Express,2025,at least,75
American Express,2025,Determination Process,52
American Express,2025,on page,66
American Express,2025,Please see,36
American Express,2025,for executives,49
American Express,2025,approved by,49
American Express,2025,the target,51
American Express,2025,positive cumulative,51
American Express,2025,is dependent,51
American Express,2025,Annual Compensation,52
American Express,2025,more fully,72
American Express,2025,based executive,65
American Express,2025,the payout,50
American Express,2025,as compared,51
American Express,2025,be the,65
American Express,2025,amount included,67
American Express,2025,retirement eligible,55
American Express,2025,Once an,62
American Express,2025,reflects future,65
American Express,2025,relative ROE,51
American Express,2025,relative Total,51
American Express,2025,our Compensation,49
American Express,2025,in footnote,81
American Express,2025,INCOME Approximately,50
American Express,2025,executive officers,66
Discover Financial,2019,more than,75
Discover Financial,2019,See Page,53
Discover Financial,2019,AUDIT MATTERS,49
Discover Financial,2019,Accounting Firm,49
Discover Financial,2019,Firm Fees,49
Discover Financial,2019,Firm Services,50
Discover Financial,2019,Voting Requirements,52
Discover Financial,2019,Special Meetings,53
Discover Financial,2019,Compensation Program,38
Discover Financial,2019,at least,75
Discover Financial,2019,determined that,62
Discover Financial,2019,Proxy Statement,48
Discover Financial,2019,on page,52
Discover Financial,2019,About the,60
Discover Financial,2019,Requirements Our,52
Discover Financial,2019,Meetings Our,53
Discover Financial,2019,AUDIT COMMITTEE,50
Discover Financial,2019,AND LEADERSHIP,39
Discover Financial,2019,the compensation,40
Discover Financial,2019,Tax Cuts,37
Discover Financial,2019,participant may,65
Discover Financial,2019,Certain participants,55
Discover Financial,2019,Other participants,55
Discover Financial,2019,annual shareholders,52
Discover Financial,2019,provisions in,52
Discover Financial,2020,more than,75
Discover Financial,2020,Pension Benefits,44
Discover Financial,2020,in Control,45
Discover Financial,2020,AUDIT MATTERS,49
Discover Financial,2020,Accounting Firm,49
Discover Financial,2020,Firm Fees,49
Discover Financial,2020,Firm Services,50
Discover Financial,2020,at least,75
Discover Financial,2020,Proxy Statement,38
Discover Financial,2020,the Annual,57
Discover Financial,2020,About the,57
Discover Financial,2020,AUDIT COMMITTEE,50
Discover Financial,2020,AND LEADERSHIP,39
Discover Financial,2020,the compensation,40
Discover Financial,2020,participant may,65
Discover Financial,2020,Certain participants,55
Discover Financial,2020,Other participants,55
Discover Financial,2021,women and,50
Discover Financial,2021,Pension Benefits,49
Discover Financial,2021,in Control,50
Discover Financial,2021,AUDIT MATTERS,54
Discover Financial,2021,Accounting Firm,54
Discover Financial,2021,Firm Fees,54
Discover Financial,2021,representing approximately,54
Discover Financial,2021,the Annual,62
Discover Financial,2021,About the,62
Discover Financial,2021,AUDIT COMMITTEE,55
Discover Financial,2021,AND LEADERSHIP,44
Discover Financial,2021,the compensation,45
Discover Financial,2021,and adjusted,36
Discover Financial,2021,participant may,65
Discover Financial,2021,Certain participants,55
Discover Financial,2021,Other participants,55
Discover Financial,2022,at least,80
Discover Financial,2022,women and,50
Discover Financial,2022,Pension Benefits,48
Discover Financial,2022,in Control,49
Discover Financial,2022,AUDIT MATTERS,53
Discover Financial,2022,Accounting Firm,53
Discover Financial,2022,Firm Fees,53
Discover Financial,2022,after their,75
Discover Financial,2022,age of,75
Discover Financial,2022,the Annual,61
Discover Financial,2022,About the,61
Discover Financial,2022,Meetings in,54
Discover Financial,2022,AND LEADERSHIP,43
Discover Financial,2022,the compensation,44
Discover Financial,2022,and adjusted,36
Discover Financial,2022,participant may,65
Discover Financial,2022,Certain participants,55
Discover Financial,2022,Other participants,55
Discover Financial,2023,at least,75
Discover Financial,2023,women and,50
Discover Financial,2023,SEE PAGE,58
Discover Financial,2023,Tax Consequences,64
Discover Financial,2023,Accounting Firm,66
Discover Financial,2023,after their,75
Discover Financial,2023,age of,75
Discover Financial,2023,the Annual,83
Discover Financial,2023,About the,83
Discover Financial,2023,Demographic Information,55
Discover Financial,2023,Advisory Votes,58
Discover Financial,2023,Discover Financial,59
Discover Financial,2023,of Independent,66
Discover Financial,2023,Rawlinson REPORT,67
Discover Financial,2023,Thierer REPORT,45
Discover Financial,2023,the compensation,46
Discover Financial,2023,and adjusted,37
Discover Financial,2023,participant may,65
Discover Financial,2023,Certain participants,55
Discover Financial,2023,Other participants,55
Discover Financial,2024,Director independence,35
Discover Financial,2024,and practices,39
Discover Financial,2024,Corporate governance,43
Discover Financial,2024,and responsibilities,52
Discover Financial,2024,retirement age,75
Discover Financial,2024,director nominees,45
Discover Financial,2024,at least,75
Discover Financial,2024,and age,45
Discover Financial,2024,Proxy Statement,35
Discover Financial,2024,ASC Topic,71
Discover Financial,2024,Separate Chairman,60
Discover Financial,2024,Mandatory director,75
Discover Financial,2024,standing committee,45
Discover Financial,2024,compensation of,63
Discover Financial,2024,due to,65
Discover Financial,2024,Compensation discussion,63
Discover Financial,2024,retirement eligibility,65
Discover Financial,2024,participant may,65
Discover Financial,2024,Certain participants,55
Discover Financial,2024,Other participants,55
Visa,2019,OF DIRECTORS,36
Visa,2019,at least,75
Visa,2019,at least,75
Visa,2019,will be,36
Visa,2019,multinational enterprise,38
Visa,2019,committee functions,39
Visa,2019,governance structures,41
Visa,2019,Exercisable within,60
Visa,2019,normal retirement,55
Visa,2019,or at,50
Visa,2019,provisions to,60
Visa,2019,The standard,55
Visa,2020,OF DIRECTORS,36
Visa,2020,at least,75
Visa,2020,at least,58
Visa,2020,will be,36
Visa,2020,multinational enterprise,38
Visa,2020,committee functions,39
Visa,2020,governance structures,41
Visa,2020,obtainable within,60
Visa,2020,component to,50
Visa,2020,and retaining,64
Visa,2020,Visa Excess,40
Visa,2020,votes than,63
Visa,2020,normal retirement,55
